carat,cut,color,clarity,depth,table,x,y,z,price
1.09,Very Good,H,VS2,63.0,54.0,6.61,6.54,4.14,5551
0.98,Premium,F,SI2,61.8,58.0,6.37,6.32,3.92,4308
0.3,Ideal,H,IF,61.5,56.0,4.32,4.33,2.66,764
1.01,Premium,F,SI2,62.2,57.0,6.43,6.36,3.98,4796
1.01,Good,E,VS1,63.8,60.0,6.25,6.23,3.98,7127
1.62,Very Good,F,VS2,63.2,56.0,7.54,7.43,4.73,14400
0.25,Good,E,VS1,63.3,60.0,3.99,4.04,2.54,361
0.3,Very Good,G,SI1,59.8,57.0,4.32,4.37,2.6,447
0.3,Premium,I,VS1,61.6,60.0,4.27,4.3,2.64,473
1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,5198
2.01,Premium,F,SI2,62.4,58.0,8.08,8.05,5.03,14279
0.5,Premium,F,SI1,61.7,57.0,5.09,5.06,3.13,1231
0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2847
0.77,Very Good,J,SI1,62.3,58.0,5.86,5.89,3.66,1807
1.0,Premium,G,VS1,62.9,60.0,6.36,6.29,3.98,6989
1.01,Very Good,D,SI2,62.9,59.0,6.29,6.37,3.98,4064
0.7,Premium,G,SI2,61.9,58.0,5.64,5.6,3.48,2268
0.7,Ideal,F,VS2,61.3,56.0,5.74,5.71,3.51,2717
1.27,Ideal,H,SI2,61.8,57.0,6.93,6.96,4.29,6403
0.28,Good,E,IF,64.6,58.0,4.09,4.12,2.65,612
0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,491
0.91,Premium,D,SI2,62.3,57.0,6.22,6.14,3.85,3781
1.27,Ideal,J,SI2,61.2,55.7,6.95,6.99,4.27,4931
0.32,Ideal,D,VS1,61.4,57.0,4.4,4.43,2.71,814
0.73,Ideal,G,SI1,61.2,57.0,5.79,5.86,3.56,3089
0.38,Ideal,F,VS2,62.1,53.8,4.66,4.67,2.9,789
0.77,Ideal,F,SI1,61.3,56.0,5.91,5.94,3.63,2717
1.2,Ideal,H,VS2,59.9,57.0,6.91,6.87,4.13,6487
0.52,Good,D,VS2,63.5,57.0,5.08,5.13,3.24,1701
0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,705
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,689
0.9,Very Good,F,VS1,62.5,58.0,6.12,6.17,3.84,5279
0.75,Very Good,H,SI2,60.4,60.0,5.89,5.93,3.57,2106
1.04,Premium,H,SI1,60.4,59.0,6.59,6.55,3.97,4368
1.27,Very Good,H,SI1,62.3,58.0,6.87,6.94,4.3,7125
1.33,Premium,H,VS2,59.9,60.0,7.13,7.09,4.26,6614
1.61,Premium,F,SI1,60.2,58.0,7.61,7.65,4.59,10477
1.22,Premium,G,SI2,60.2,58.0,6.92,6.9,4.16,5534
2.43,Very Good,H,SI2,63.2,57.0,8.56,8.5,5.39,16170
2.01,Ideal,I,SI1,62.9,55.0,8.07,8.0,5.05,12606
0.41,Premium,G,SI1,59.1,58.0,4.88,4.83,2.87,923
0.31,Very Good,G,SI2,61.7,55.0,4.37,4.4,2.71,433
0.91,Premium,H,VS2,59.9,62.0,6.33,6.26,3.77,4128
0.81,Ideal,G,VS1,61.6,56.0,5.99,6.02,3.7,3923
2.1,Very Good,G,SI2,63.4,58.0,8.19,8.12,5.17,13007
0.31,Premium,E,VS1,61.0,58.0,4.39,4.37,2.67,942
0.38,Ideal,F,VS1,61.3,56.0,4.67,4.7,2.87,865
1.0,Fair,F,VS2,64.9,56.0,6.26,6.31,4.08,5840
0.41,Very Good,E,VS1,62.0,57.0,4.74,4.77,2.95,1079
1.55,Ideal,J,VS2,61.4,55.0,7.41,7.49,4.58,8498
0.65,Premium,E,SI2,61.4,59.0,5.57,5.52,3.41,1640
1.02,Premium,H,VS1,58.5,57.0,6.65,6.61,3.88,5569
0.9,Premium,F,SI2,58.4,62.0,6.37,6.34,3.71,3629
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,752
1.02,Premium,I,SI2,62.0,59.0,6.45,6.42,3.99,3856
0.3,Premium,H,VVS2,61.5,58.0,4.28,4.3,2.64,605
0.55,Ideal,H,VVS2,62.1,55.0,5.25,5.28,3.27,1668
0.36,Very Good,E,VS2,62.8,55.0,4.49,4.56,2.84,789
0.54,Very Good,F,VS1,61.0,58.0,5.24,5.25,3.2,1813
1.14,Premium,F,SI1,61.1,59.0,6.7,6.75,4.11,5925
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2964
0.31,Ideal,E,VVS2,60.8,57.0,4.39,4.36,2.66,1046
1.01,Good,J,SI1,63.6,54.0,6.44,6.36,4.07,3699
1.01,Premium,F,SI2,60.0,59.0,6.47,6.41,3.86,3897
0.38,Premium,F,SI1,62.0,58.0,4.63,4.6,2.86,838
0.7,Ideal,J,VS2,61.8,53.0,5.73,5.76,3.55,1874
0.31,Very Good,E,IF,60.6,60.0,4.4,4.44,2.68,944
1.09,Ideal,J,SI2,62.0,55.0,6.58,6.64,4.1,5034
0.36,Premium,E,VS2,62.0,58.0,4.54,4.56,2.82,789
0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,1963
0.38,Ideal,F,SI1,61.0,56.0,4.7,4.73,2.87,874
1.51,Very Good,I,SI2,63.5,60.0,7.28,7.21,4.6,7441
2.07,Ideal,I,SI2,62.0,55.0,8.22,8.12,5.07,16337
0.31,Premium,F,VS1,61.8,60.0,4.39,4.35,2.7,872
0.57,Ideal,G,VVS2,61.7,56.0,5.33,5.3,3.28,2206
0.26,Ideal,H,VS1,62.2,55.0,4.08,4.09,2.54,482
0.34,Ideal,E,SI1,60.7,56.0,4.51,4.55,2.75,596
0.3,Premium,D,SI1,62.1,59.0,4.31,4.29,2.67,662
1.0,Good,G,SI1,62.2,62.0,6.34,6.39,3.96,4416
0.4,Very Good,D,VS1,62.9,56.0,4.67,4.71,2.95,1123
0.9,Ideal,I,VS1,61.3,55.0,6.21,6.25,3.82,4093
0.31,Very Good,G,SI1,63.2,57.0,4.3,4.27,2.71,593
0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,828
1.13,Ideal,G,VS2,62.1,53.0,6.69,6.74,4.17,7140
0.91,Very Good,D,SI1,62.0,60.0,6.12,6.2,3.82,4444
1.0,Good,G,SI1,62.5,62.0,6.32,6.36,3.96,4466
0.4,Very Good,E,VVS1,63.4,57.0,4.64,4.66,2.95,1164
0.4,Ideal,F,VS1,61.6,55.0,4.74,4.78,2.93,917
0.4,Good,G,VVS2,61.4,64.0,4.7,4.65,2.87,1050
0.43,Premium,I,SI2,59.8,59.0,4.94,4.9,2.94,726
0.32,Premium,D,SI1,61.4,58.0,4.42,4.38,2.7,756
0.78,Premium,F,SI1,62.3,57.0,5.86,5.85,3.65,2469
0.77,Premium,F,SI1,60.8,59.0,5.92,5.86,3.58,2856
0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,4137
0.26,Ideal,F,VVS1,62.7,55.0,4.1,4.07,2.56,814
0.3,Premium,E,VVS2,61.4,59.0,4.32,4.34,2.66,789
1.0,Ideal,E,SI2,62.3,57.0,6.33,6.28,3.93,4077
0.94,Good,D,SI1,63.6,56.0,6.25,6.2,3.96,4790
0.81,Ideal,J,VS2,62.1,56.0,5.92,5.97,3.69,2708
0.31,Good,D,SI1,63.9,54.0,4.27,4.3,2.74,571
1.51,Good,D,I1,57.0,64.0,7.53,7.48,4.28,6088
0.54,Ideal,H,VVS2,61.6,56.0,5.24,5.27,3.24,1639
0.33,Very Good,F,VVS2,63.5,54.0,4.42,4.37,2.79,694
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,954
1.09,Ideal,E,VVS2,61.6,56.0,6.6,6.64,4.08,10314
0.31,Good,E,SI1,63.1,57.0,4.28,4.31,2.71,544
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3447
0.24,Premium,E,VVS1,60.7,58.0,4.01,4.03,2.44,553
0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1926
1.23,Ideal,H,SI1,61.7,55.0,6.94,6.9,4.27,6750
0.48,Good,G,VS1,58.2,59.2,5.09,5.14,2.98,1228
0.34,Good,E,SI1,63.3,56.0,4.41,4.44,2.8,596
0.44,Ideal,D,SI1,62.4,57.0,4.86,4.89,3.04,883
0.29,Very Good,E,VVS2,61.4,58.0,4.25,4.31,2.63,633
1.51,Premium,G,VS1,62.6,60.0,7.28,7.19,4.53,14507
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5329
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,10618
0.34,Good,G,SI1,63.9,58.0,4.4,4.43,2.82,507
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,6104
0.7,Very Good,I,VS2,62.2,59.0,5.64,5.71,3.53,1666
0.73,Ideal,G,VS1,61.8,57.0,5.78,5.81,3.58,3041
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,11549
0.51,Premium,G,VVS1,62.4,58.0,5.09,5.13,3.19,1925
1.52,Premium,I,SI1,60.5,60.0,7.4,7.48,4.5,8694
0.32,Ideal,G,IF,62.3,53.0,4.41,4.45,2.76,918
1.05,Very Good,I,VS2,63.2,59.0,6.47,6.44,4.08,4986
1.14,Very Good,E,SI2,60.2,58.0,6.71,6.78,4.06,5014
1.27,Ideal,G,VS1,59.6,57.0,7.09,7.06,4.22,9431
1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,8513
0.51,Ideal,J,VS2,62.5,57.0,5.04,5.08,3.16,1080
0.5,Ideal,I,VVS1,61.6,56.0,5.1,5.13,3.15,1747
1.07,Ideal,F,IF,62.0,57.0,6.52,6.57,4.06,11434
0.58,Ideal,D,VS1,61.8,56.0,5.34,5.37,3.31,2211
1.18,Ideal,G,VVS2,62.2,54.0,6.78,6.82,4.23,9252
0.38,Ideal,E,SI1,61.0,56.0,4.68,4.69,2.86,694
1.38,Ideal,J,SI1,61.8,56.0,7.17,7.14,4.42,6260
0.4,Very Good,G,SI1,59.2,61.0,4.78,4.81,2.84,702
1.06,Premium,G,SI2,61.9,60.0,6.53,6.52,4.04,4571
0.31,Ideal,H,SI1,61.9,56.0,4.38,4.35,2.7,595
0.7,Premium,F,SI1,61.8,59.0,5.76,5.67,3.53,2268
1.02,Premium,F,SI2,61.5,58.0,6.42,6.49,3.97,4459
0.51,Ideal,E,SI1,62.3,56.0,5.12,5.15,3.2,1343
0.32,Very Good,H,VS1,61.7,61.0,4.38,4.43,2.72,561
0.91,Good,G,SI2,62.5,60.0,6.05,6.08,3.79,3149
1.02,Very Good,I,SI1,62.9,58.0,6.36,6.42,4.02,3927
0.9,Fair,F,SI1,65.1,56.0,6.08,6.05,3.95,3437
0.32,Ideal,E,VS2,61.8,54.0,4.43,4.4,2.73,768
0.76,Ideal,I,VS1,61.5,57.0,5.85,5.89,3.61,2679
1.25,Ideal,J,VS2,62.6,54.0,6.94,6.9,4.33,5067
0.83,Ideal,D,SI2,62.0,55.0,6.02,6.05,3.74,3774
0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,3872
1.26,Very Good,D,SI1,59.9,59.0,7.02,7.14,4.24,7785
0.52,Premium,H,VVS2,61.1,59.0,5.21,5.17,3.17,2246
1.53,Premium,G,VVS2,62.5,60.0,7.34,7.31,4.58,15505
1.56,Premium,G,VS1,60.9,58.0,7.53,7.49,4.57,14268
0.54,Premium,E,SI1,60.2,58.0,5.27,5.3,3.18,1361
0.72,Ideal,D,SI2,62.3,57.0,5.8,5.75,3.6,2457
1.39,Very Good,E,VS1,60.9,61.0,7.15,7.19,4.37,12614
0.33,Ideal,G,SI2,61.7,55.0,4.46,4.48,2.76,463
1.26,Ideal,F,VS2,61.5,56.0,6.97,7.01,4.3,10709
0.59,Very Good,G,VVS1,61.5,55.0,5.4,5.43,3.33,2256
0.9,Good,D,SI1,64.1,56.0,6.07,6.04,3.88,3689
0.81,Ideal,F,SI2,62.3,54.0,5.94,5.98,3.72,3053
0.31,Ideal,H,VVS2,61.5,56.0,4.37,4.35,2.68,802
0.7,Ideal,I,VS1,62.1,57.0,5.69,5.71,3.54,2398
0.33,Ideal,F,VS2,61.4,57.0,4.45,4.48,2.74,666
0.45,Fair,F,VS2,67.0,56.0,4.77,4.7,3.17,923
0.32,Premium,F,VS2,62.1,59.0,4.41,4.35,2.72,828
0.4,Ideal,G,VVS1,62.4,54.0,4.74,4.78,2.97,1043
0.53,Ideal,D,VS1,61.3,56.0,5.21,5.23,3.2,1952
0.71,Premium,D,SI1,58.1,61.0,5.81,5.79,3.37,2249
1.06,Very Good,E,SI1,63.7,55.0,6.45,6.49,4.12,5445
1.23,Premium,D,SI2,58.9,58.0,6.99,6.97,4.11,5283
0.38,Ideal,E,VS1,61.7,53.0,4.69,4.71,2.9,905
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5558
0.4,Premium,E,SI1,60.1,59.0,4.82,4.76,2.88,945
0.53,Ideal,D,SI1,62.3,56.0,5.15,5.18,3.22,1566
0.55,Very Good,G,VS1,59.4,62.0,5.32,5.36,3.17,1667
2.18,Premium,H,SI2,59.1,60.0,8.49,8.45,5.01,17473
0.3,Good,D,SI1,63.8,57.0,4.29,4.27,2.73,709
0.41,Ideal,F,VS1,62.0,55.0,4.81,4.77,2.97,1076
0.53,Very Good,E,SI2,63.2,54.0,5.19,5.16,3.27,1227
0.7,Premium,F,VVS2,62.2,58.0,5.72,5.66,3.54,2975
1.54,Ideal,G,VVS2,62.5,57.0,7.3,7.36,4.58,15059
1.21,Ideal,G,VS1,61.1,58.0,6.9,6.87,4.21,8699
0.3,Premium,I,VS1,58.8,61.0,4.43,4.38,2.59,608
0.59,Ideal,D,SI1,62.1,56.0,5.36,5.4,3.34,1684
0.41,Very Good,G,SI1,60.4,58.0,4.77,4.84,2.9,735
0.3,Ideal,E,SI1,62.9,57.0,4.3,4.25,2.69,675
1.07,Very Good,D,VS2,62.4,57.0,6.51,6.59,4.09,7415
1.5,Ideal,I,VS2,62.6,57.0,7.26,7.31,4.56,9586
0.32,Ideal,G,VVS2,61.3,56.0,4.44,4.43,2.72,936
0.32,Good,D,SI1,63.8,56.0,4.35,4.33,2.77,756
0.44,Very Good,G,SI1,61.6,61.0,4.83,4.88,2.99,772
1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,4229
1.65,Ideal,D,SI2,61.5,56.0,7.63,7.69,4.71,10847
0.7,Very Good,E,VS1,62.8,57.0,5.65,5.68,3.56,3145
1.17,Ideal,F,VVS1,62.1,57.0,6.82,6.73,4.21,11886
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,10416
1.02,Very Good,E,VS2,60.0,59.0,6.54,6.59,3.94,6915
1.24,Premium,J,VS2,61.8,57.6,6.84,6.88,4.24,5265
0.55,Ideal,I,VS1,62.2,55.0,5.26,5.29,3.28,1238
1.64,Ideal,F,SI2,61.4,57.0,7.55,7.59,4.65,10733
0.38,Premium,G,VS1,60.6,58.0,4.67,4.64,2.82,1069
0.58,Ideal,E,SI2,62.8,56.0,5.3,5.37,3.35,1346
0.7,Premium,H,VS2,60.7,59.0,5.66,5.68,3.44,2394
1.51,Ideal,G,SI2,61.2,56.1,7.39,7.41,4.53,9104
1.65,Ideal,G,VS2,61.9,57.0,7.65,7.61,4.72,14593
0.5,Premium,G,VS2,60.2,60.0,5.21,5.15,3.12,1415
0.37,Premium,E,VS2,61.0,59.0,4.6,4.65,2.82,692
0.43,Premium,D,VVS2,59.5,59.0,4.95,4.97,2.95,1159
0.32,Ideal,E,VVS2,61.5,56.0,4.41,4.44,2.72,1010
2.07,Very Good,I,SI1,63.1,59.0,8.11,8.02,5.09,15751
0.91,Ideal,D,SI2,62.6,54.0,6.22,6.25,3.9,4067
1.08,Ideal,I,VS2,61.8,54.0,6.6,6.57,4.07,5455
0.65,Ideal,E,SI1,62.7,54.0,5.58,5.56,3.49,1989
0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1418
1.23,Ideal,I,SI2,62.1,56.0,6.84,6.88,4.26,5175
0.3,Premium,J,VS2,61.6,61.0,4.33,4.28,2.65,473
0.31,Very Good,G,VVS1,61.9,55.0,4.36,4.4,2.71,642
0.54,Good,H,VS1,63.2,58.0,5.12,5.16,3.25,1361
1.23,Premium,I,VS2,61.7,58.0,6.87,6.85,4.23,5622
0.52,Premium,G,SI2,58.4,62.0,5.33,5.28,3.1,1076
0.71,Very Good,G,VS1,63.5,55.0,5.66,5.64,3.59,2803
1.6,Fair,D,SI2,64.7,58.0,7.35,7.28,4.73,8666
0.92,Premium,E,SI1,59.8,59.0,6.33,6.37,3.8,4562
0.4,Good,D,VS1,64.0,55.0,4.67,4.7,3.0,742
0.2,Ideal,E,VS2,59.7,55.0,3.86,3.84,2.3,367
0.35,Ideal,E,VS1,62.3,56.0,4.5,4.52,2.81,829
0.93,Ideal,F,SI2,62.0,57.0,6.31,6.28,3.9,3266
0.37,Ideal,H,SI1,62.1,56.0,4.6,4.61,2.86,552
0.36,Ideal,G,SI1,61.5,54.0,4.6,4.63,2.84,571
0.7,Ideal,I,VVS2,62.1,58.0,5.63,5.68,3.51,2276
1.03,Ideal,H,SI2,60.8,56.0,6.56,6.47,3.96,3634
2.51,Premium,J,VS2,62.2,58.0,8.73,8.67,5.41,18020
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,734
0.9,Very Good,E,SI1,59.8,55.0,6.3,6.34,3.78,4463
0.55,Ideal,F,SI1,61.7,56.0,5.3,5.26,3.25,1718
0.91,Very Good,F,SI1,62.3,60.0,6.08,6.15,3.81,4049
0.6,Ideal,E,VS2,61.2,56.0,5.45,5.44,3.33,2189
1.91,Fair,H,SI2,64.6,56.0,7.76,7.7,4.99,6632
0.3,Ideal,E,VS1,62.1,58.0,4.26,4.28,2.65,694
1.5,Good,H,SI2,64.3,57.0,7.18,7.15,4.61,7500
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,5026
0.73,Ideal,G,SI1,61.7,60.0,5.77,5.8,3.57,2377
1.33,Ideal,H,SI2,62.3,55.0,7.01,7.08,4.39,6791
0.75,Ideal,E,VS1,61.8,55.0,5.85,5.87,3.62,3086
2.06,Premium,I,SI2,62.7,60.0,8.11,8.06,5.07,13198
0.28,Ideal,H,VS1,62.2,54.0,4.18,4.21,2.61,476
0.73,Good,F,VVS2,59.5,61.0,5.8,5.83,3.46,3616
0.31,Good,I,VS2,63.1,54.0,4.31,4.34,2.73,435
1.1,Ideal,H,SI1,62.0,57.0,6.66,6.7,4.14,5370
0.41,Ideal,F,IF,61.7,56.0,4.79,4.83,2.97,1304
0.9,Very Good,F,SI1,61.7,60.0,6.19,6.22,3.83,3854
1.5,Very Good,H,VVS2,62.7,58.0,7.21,7.24,4.53,11303
1.01,Ideal,G,VS1,61.5,56.0,6.48,6.43,3.97,6794
0.9,Very Good,D,SI1,61.0,63.0,6.1,6.13,3.73,4381
1.08,Very Good,H,SI1,61.8,53.0,6.62,6.63,4.09,5375
0.42,Ideal,G,VVS1,61.2,56.0,4.85,4.86,2.97,1179
0.71,Ideal,D,SI2,62.3,56.0,5.73,5.69,3.56,2762
0.23,Premium,I,VVS1,60.5,61.0,3.98,3.95,2.4,414
0.3,Ideal,E,SI1,61.7,58.0,4.29,4.3,2.65,499
0.33,Premium,D,VS2,60.8,60.0,4.52,4.46,2.73,762
1.05,Very Good,H,SI1,60.2,62.0,6.52,6.57,3.94,5047
0.33,Very Good,G,VS2,61.5,59.4,4.45,4.49,2.75,623
0.31,Ideal,F,IF,62.3,57.0,4.3,4.34,2.69,874
0.65,Ideal,H,SI1,61.5,55.0,5.59,5.63,3.45,1908
0.4,Good,I,SI1,63.2,55.0,4.68,4.72,2.97,596
0.42,Premium,F,SI1,61.5,58.0,4.8,4.83,2.96,773
1.01,Ideal,G,VS2,62.0,54.9,6.41,6.44,3.99,6295
0.39,Very Good,D,VS2,59.5,57.0,4.79,4.82,2.86,1040
1.22,Very Good,J,VS2,60.8,56.0,6.95,6.91,4.21,5160
2.02,Premium,H,SI1,63.0,60.0,7.85,7.79,4.93,13453
1.07,Premium,G,VVS2,61.6,57.0,6.59,6.55,4.05,7593
0.28,Very Good,D,VVS1,60.4,59.0,4.23,4.25,2.56,642
1.01,Ideal,E,SI1,61.1,55.0,6.47,6.52,3.97,6132
1.01,Good,G,VS2,60.2,65.0,6.55,6.48,3.92,5050
0.71,Good,E,SI2,58.7,61.0,5.73,5.78,3.38,2226
1.51,Fair,F,I1,67.8,59.0,7.09,7.0,4.78,3734
0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48,2331
0.32,Good,G,VS1,63.2,55.0,4.37,4.39,2.77,645
0.54,Premium,D,VS2,60.9,58.0,5.27,5.31,3.22,1892
0.75,Premium,E,VS2,61.8,58.0,5.85,5.83,3.61,3150
1.5,Very Good,I,VS2,60.8,58.0,7.36,7.42,4.49,9804
1.01,Good,G,VVS2,58.2,55.0,6.65,6.68,3.88,7306
0.72,Good,H,SI2,65.8,59.0,5.51,5.58,3.65,1945
0.4,Good,D,VS2,61.2,62.0,4.7,4.75,2.89,827
0.46,Ideal,H,VS2,62.2,54.0,4.95,4.97,3.09,1083
0.27,Ideal,E,VVS2,63.0,56.0,4.14,4.12,2.6,799
1.04,Premium,G,VS2,60.1,59.0,6.56,6.59,3.95,6589
1.21,Very Good,H,VS2,62.1,60.0,6.77,6.83,4.22,6745
0.43,Ideal,F,SI2,60.7,57.0,4.88,4.91,2.97,742
0.97,Premium,F,SI2,61.9,58.0,6.35,6.31,3.92,3993
0.41,Ideal,G,IF,61.0,57.0,4.79,4.81,2.93,1367
0.53,Ideal,E,VS2,61.4,56.0,5.24,5.21,3.21,1813
0.3,Ideal,F,IF,60.8,56.0,4.35,4.36,2.65,892
0.71,Premium,G,SI1,61.3,57.0,5.74,5.72,3.51,2386
0.38,Ideal,I,VVS2,61.7,56.0,4.67,4.7,2.89,737
1.51,Ideal,G,IF,61.7,55.0,7.37,7.41,4.56,18806
1.02,Ideal,I,VS2,62.7,56.0,6.37,6.43,4.01,4281
0.31,Good,F,SI1,63.2,56.0,4.27,4.31,2.71,512
0.32,Good,E,VS2,57.0,60.0,4.6,4.53,2.6,780
0.75,Ideal,J,VS2,61.2,56.0,5.86,5.9,3.6,2104
1.2,Very Good,J,SI1,61.4,59.0,6.82,6.87,4.2,4752
0.7,Premium,F,VVS2,61.0,57.0,5.8,5.71,3.51,2932
1.24,Premium,I,SI1,58.9,59.0,7.08,7.02,4.15,5972
0.39,Premium,E,VS1,59.6,60.0,4.75,4.72,2.82,1097
0.3,Ideal,F,VS2,62.4,57.0,4.29,4.33,2.69,565
0.25,Very Good,E,VVS2,62.0,56.0,4.05,4.08,2.52,560
0.5,Ideal,G,VS1,62.6,57.0,5.05,5.08,3.17,1569
0.54,Ideal,E,VS2,61.0,56.0,5.28,5.25,3.21,1847
1.01,Very Good,F,SI1,62.9,57.0,6.35,6.4,4.01,6075
1.03,Ideal,D,SI2,60.7,55.0,6.53,6.61,3.99,4752
2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,15783
0.51,Ideal,G,VS1,62.7,56.0,5.08,5.1,3.19,1656
1.0,Good,H,VS2,63.9,57.0,6.32,6.26,4.02,3819
0.74,Ideal,E,SI1,62.3,54.0,5.8,5.83,3.62,2762
0.7,Good,H,SI1,63.7,57.0,5.58,5.57,3.55,2394
0.9,Premium,H,SI2,59.2,60.0,6.3,6.24,3.71,3326
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,997
0.74,Premium,E,SI2,62.2,57.0,5.79,5.77,3.59,2002
1.54,Very Good,G,VS1,63.4,57.0,7.28,7.36,4.64,14433
1.14,Good,I,SI1,63.5,56.0,6.58,6.62,4.19,4702
0.4,Ideal,E,VVS2,62.3,54.0,4.74,4.76,2.96,1090
0.72,Ideal,F,SI1,62.5,57.0,5.65,5.74,3.56,2440
1.03,Premium,H,SI2,62.3,59.0,6.42,6.46,4.01,4078
0.41,Very Good,G,VVS2,59.1,60.0,4.84,4.87,2.87,889
0.71,Ideal,H,VS2,61.8,55.0,5.73,5.75,3.55,3080
0.7,Very Good,D,VS2,59.6,61.0,5.77,5.8,3.45,2833
1.17,Ideal,G,VVS2,60.6,56.0,6.87,6.84,4.15,9225
1.24,Ideal,I,SI2,60.7,57.0,6.98,6.92,4.22,4937
0.37,Ideal,G,SI1,61.0,56.0,4.61,4.68,2.84,608
1.51,Very Good,H,VS2,63.0,57.0,7.25,7.3,4.58,10319
0.33,Ideal,F,VS2,62.0,54.2,4.42,4.45,2.75,660
0.3,Very Good,E,VS1,61.5,57.0,4.28,4.31,2.64,578
0.33,Premium,E,VS1,61.0,55.0,4.51,4.47,2.74,1069
0.9,Ideal,H,SI2,61.9,55.0,6.21,6.19,3.84,4101
0.57,Very Good,E,VS1,59.1,57.0,5.43,5.5,3.23,2008
0.25,Very Good,D,VS2,61.1,60.0,4.07,4.11,2.5,399
0.42,Ideal,D,VVS2,62.0,55.0,4.81,4.84,2.99,1132
0.35,Ideal,E,VS2,62.4,57.0,4.55,4.52,2.83,984
2.25,Ideal,H,SI1,62.4,56.0,8.4,8.37,5.23,14348
0.42,Ideal,F,SI2,62.1,56.0,4.83,4.8,2.99,851
0.36,Ideal,H,VS1,61.8,57.0,4.6,4.56,2.83,810
0.4,Ideal,G,SI1,61.5,57.0,4.74,4.76,2.92,942
0.51,Very Good,G,VS2,62.7,58.0,5.09,5.12,3.2,1438
1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53,15584
0.47,Very Good,F,VS2,59.6,58.1,5.07,5.11,3.03,1226
0.6,Premium,E,VS2,62.7,58.0,5.34,5.37,3.36,1819
1.1,Very Good,F,VS2,60.6,58.0,6.67,6.77,4.07,7509
1.53,Very Good,H,SI2,61.4,60.0,7.36,7.43,4.54,7991
0.31,Ideal,I,VS2,61.2,55.0,4.36,4.4,2.68,421
1.04,Ideal,E,VVS2,62.4,56.0,6.51,6.47,4.05,9897
0.32,Ideal,I,VS1,62.3,56.0,4.37,4.4,2.73,471
0.4,Ideal,E,VVS2,61.7,56.0,4.77,4.73,2.93,1238
2.12,Premium,I,SI2,60.6,59.0,8.27,8.3,5.02,15097
0.5,Ideal,E,VS1,62.2,57.0,5.1,5.13,3.18,1603
0.32,Premium,G,IF,59.9,58.0,4.43,4.42,2.65,1020
0.58,Ideal,D,SI2,60.9,56.0,5.4,5.44,3.3,1607
0.31,Ideal,F,VVS1,61.4,55.0,4.37,4.39,2.69,1074
0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829
1.52,Ideal,G,VS2,61.1,57.0,7.45,7.39,4.53,12958
1.01,Ideal,E,SI2,61.9,56.0,6.43,6.46,3.99,4832
0.82,Ideal,H,VS2,61.5,56.0,6.01,6.08,3.72,2804
0.4,Ideal,F,VS2,62.3,54.0,4.74,4.77,2.96,767
0.32,Premium,H,SI1,60.9,60.0,4.43,4.4,2.69,591
0.9,Very Good,J,SI1,63.2,60.0,6.12,6.09,3.86,2753
0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,4656
0.5,Very Good,F,SI1,62.8,56.0,5.03,5.06,3.17,1250
1.37,Premium,E,VS1,59.4,60.0,7.27,7.2,4.3,12713
0.31,Premium,D,VS1,59.6,58.0,4.38,4.41,2.62,683
0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958
0.38,Ideal,F,VVS1,62.2,57.0,4.68,4.64,2.9,1257
1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97,5224
